PID,FAILURE,DAY0SMART0,DAY0SMART1,DAY0SMART2,DAY0SMART3,DAY0SMART4,DAY0SMART5,DAY0SMART6,DAY0SMART7,DAY0SMART8,DAY0SMART9,DAY0SMART10,DAY1SMART0,DAY1SMART1,DAY1SMART2,DAY1SMART3,DAY1SMART4,DAY1SMART5,DAY1SMART6,DAY1SMART7,DAY1SMART8,DAY1SMART9,DAY1SMART10,DAY2SMART0,DAY2SMART1,DAY2SMART2,DAY2SMART3,DAY2SMART4,DAY2SMART5,DAY2SMART6,DAY2SMART7,DAY2SMART8,DAY2SMART9,DAY2SMART10,DAY3SMART0,DAY3SMART1,DAY3SMART2,DAY3SMART3,DAY3SMART4,DAY3SMART5,DAY3SMART6,DAY3SMART7,DAY3SMART8,DAY3SMART9,DAY3SMART10,DAY4SMART0,DAY4SMART1,DAY4SMART2,DAY4SMART3,DAY4SMART4,DAY4SMART5,DAY4SMART6,DAY4SMART7,DAY4SMART8,DAY4SMART9,DAY4SMART10,DAY5SMART0,DAY5SMART1,DAY5SMART2,DAY5SMART3,DAY5SMART4,DAY5SMART5,DAY5SMART6,DAY5SMART7,DAY5SMART8,DAY5SMART9,DAY5SMART10,DAY6SMART0,DAY6SMART1,DAY6SMART2,DAY6SMART3,DAY6SMART4,DAY6SMART5,DAY6SMART6,DAY6SMART7,DAY6SMART8,DAY6SMART9,DAY6SMART10,DAY7SMART0,DAY7SMART1,DAY7SMART2,DAY7SMART3,DAY7SMART4,DAY7SMART5,DAY7SMART6,DAY7SMART7,DAY7SMART8,DAY7SMART9,DAY7SMART10,DAY8SMART0,DAY8SMART1,DAY8SMART2,DAY8SMART3,DAY8SMART4,DAY8SMART5,DAY8SMART6,DAY8SMART7,DAY8SMART8,DAY8SMART9,DAY8SMART10,DAY9SMART0,DAY9SMART1,DAY9SMART2,DAY9SMART3,DAY9SMART4,DAY9SMART5,DAY9SMART6,DAY9SMART7,DAY9SMART8,DAY9SMART9,DAY9SMART10,DAY10SMART0,DAY10SMART1,DAY10SMART2,DAY10SMART3,DAY10SMART4,DAY10SMART5,DAY10SMART6,DAY10SMART7,DAY10SMART8,DAY10SMART9,DAY10SMART10,DAY11SMART0,DAY11SMART1,DAY11SMART2,DAY11SMART3,DAY11SMART4,DAY11SMART5,DAY11SMART6,DAY11SMART7,DAY11SMART8,DAY11SMART9,DAY11SMART10,DAY12SMART0,DAY12SMART1,DAY12SMART2,DAY12SMART3,DAY12SMART4,DAY12SMART5,DAY12SMART6,DAY12SMART7,DAY12SMART8,DAY12SMART9,DAY12SMART10,DAY13SMART0,DAY13SMART1,DAY13SMART2,DAY13SMART3,DAY13SMART4,DAY13SMART5,DAY13SMART6,DAY13SMART7,DAY13SMART8,DAY13SMART9,DAY13SMART10,DAY14SMART0,DAY14SMART1,DAY14SMART2,DAY14SMART3,DAY14SMART4,DAY14SMART5,DAY14SMART6,DAY14SMART7,DAY14SMART8,DAY14SMART9,DAY14SMART10,DAY15SMART0,DAY15SMART1,DAY15SMART2,DAY15SMART3,DAY15SMART4,DAY15SMART5,DAY15SMART6,DAY15SMART7,DAY15SMART8,DAY15SMART9,DAY15SMART10,DAY16SMART0,DAY16SMART1,DAY16SMART2,DAY16SMART3,DAY16SMART4,DAY16SMART5,DAY16SMART6,DAY16SMART7,DAY16SMART8,DAY16SMART9,DAY16SMART10,DAY17SMART0,DAY17SMART1,DAY17SMART2,DAY17SMART3,DAY17SMART4,DAY17SMART5,DAY17SMART6,DAY17SMART7,DAY17SMART8,DAY17SMART9,DAY17SMART10,DAY18SMART0,DAY18SMART1,DAY18SMART2,DAY18SMART3,DAY18SMART4,DAY18SMART5,DAY18SMART6,DAY18SMART7,DAY18SMART8,DAY18SMART9,DAY18SMART10,DAY19SMART0,DAY19SMART1,DAY19SMART2,DAY19SMART3,DAY19SMART4,DAY19SMART5,DAY19SMART6,DAY19SMART7,DAY19SMART8,DAY19SMART9,DAY19SMART10
Z305GXDH,0,117,91,81,38,100,100,74,98,26,100,100,100,91,81,38,100,100,74,98,26,100,100,106,91,81,38,100,100,74,98,26,100,100,119,91,81,38,100,100,74,98,26,100,100,115,91,81,38,100,100,74,98,26,100,100,116,91,81,38,100,100,73,98,27,100,100,120,91,81,38,100,100,73,98,27,100,100,118,91,81,38,100,100,74,98,26,100,100,113,91,81,38,100,100,73,98,27,100,100,116,91,81,38,100,100,74,98,26,100,100,118,91,81,38,100,100,74,98,26,100,100,118,91,81,38,100,100,73,98,27,100,100,114,91,81,39,100,100,74,98,26,100,100,118,91,81,39,100,100,74,98,26,100,100,114,91,81,39,100,100,74,98,26,100,100,110,91,81,39,100,100,73,98,27,100,100,115,91,81,39,100,100,74,98,26,100,100,115,91,81,39,100,100,74,98,26,100,100,108,91,81,39,100,100,74,98,26,100,100,119,91,81,39,100,100,74,98,26,100,100
Z302T6B8,0,119,92,83,27,85,100,71,89,29,100,100,117,92,82,27,85,100,71,89,29,100,100,105,92,82,27,85,100,71,89,29,100,100,114,92,82,27,85,100,71,89,29,100,100,118,92,82,27,85,100,71,89,29,100,100,110,92,82,27,85,100,71,89,29,100,100,116,92,82,27,85,100,71,89,29,100,100,108,92,82,27,85,100,71,89,29,100,100,114,92,82,27,85,100,72,89,28,100,100,118,92,82,27,85,100,72,89,28,100,100,119,92,82,27,85,100,71,89,29,100,100,102,92,82,27,85,100,71,89,29,100,100,114,92,82,27,85,100,71,89,29,100,100,108,92,81,27,85,100,71,89,29,100,100,108,92,81,27,85,100,71,89,29,100,100,116,92,81,27,85,100,72,89,28,100,100,118,92,81,28,85,100,71,89,29,100,100,118,92,81,28,85,100,71,89,29,100,100,114,92,81,28,85,100,71,89,29,100,100,118,92,81,28,85,100,71,89,29,100,100
Z302SY6E,0,114,91,89,29,93,100,75,91,25,100,100,107,91,89,29,93,100,76,91,24,100,100,112,91,89,29,93,100,75,91,25,100,100,118,91,89,29,93,100,75,91,25,100,100,117,91,89,29,93,100,74,91,26,100,100,113,91,89,29,93,100,75,91,25,100,100,117,91,89,29,93,100,75,91,25,100,100,117,91,89,29,93,100,76,91,24,100,100,104,91,89,29,93,100,75,91,25,100,100,117,91,89,29,93,100,75,91,25,100,100,117,91,89,29,93,100,75,91,25,100,100,114,91,89,29,93,100,75,91,25,100,100,118,91,89,29,93,100,76,91,24,100,100,118,91,89,30,93,100,76,91,24,100,100,115,91,89,30,93,100,75,91,25,100,100,115,91,89,30,93,100,76,91,24,100,100,117,91,89,30,93,100,75,91,25,100,100,118,91,89,30,93,100,76,91,24,100,100,114,91,89,30,93,100,76,91,24,100,100,117,91,89,30,93,100,76,91,24,100,100
Z30566RQ,0,119,94,84,52,98,100,80,100,20,100,100,105,94,84,52,98,100,80,100,20,100,100,119,94,84,52,98,100,80,100,20,100,100,115,94,84,52,98,100,80,100,20,100,100,118,94,84,52,98,100,80,100,20,100,100,118,94,84,52,98,100,80,100,20,100,100,117,94,84,52,98,100,80,100,20,100,100,111,94,84,52,98,100,80,100,20,100,100,115,94,84,52,98,100,80,100,20,100,100,120,94,84,52,98,100,80,100,20,100,100,117,94,84,52,98,100,80,100,20,100,100,119,94,84,52,98,100,80,100,20,100,100,118,94,84,52,98,100,80,100,20,100,100,113,94,84,52,98,100,80,100,20,100,100,119,94,84,52,98,100,80,100,20,100,100,116,94,84,52,98,100,80,100,20,100,100,103,94,84,52,98,100,80,100,20,100,100,112,94,84,52,98,100,80,100,20,100,100,118,94,84,52,98,100,80,100,20,100,100,119,94,84,52,98,100,80,100,20,100,100
Z304XMAC,0,119,91,87,32,99,96,70,96,30,100,100,109,91,87,32,99,96,70,96,30,100,100,120,91,87,32,99,96,70,96,30,100,100,117,91,87,32,99,96,70,96,30,100,100,117,91,87,32,99,96,70,96,30,100,100,117,91,87,32,99,96,70,96,30,100,100,114,91,87,32,99,96,70,96,30,100,100,115,91,87,32,99,96,70,96,30,100,100,119,91,87,32,99,96,70,96,30,100,100,119,91,87,32,99,96,70,96,30,100,100,114,91,87,32,99,96,71,96,29,100,100,112,91,87,32,99,96,70,96,30,100,100,118,91,87,32,99,96,69,96,31,100,100,119,91,87,32,99,96,69,96,31,100,100,119,91,87,32,99,96,70,96,30,100,100,116,91,87,32,99,96,70,96,30,100,100,114,91,87,32,99,96,70,96,30,100,100,119,91,87,32,99,96,69,96,31,100,100,118,91,87,32,99,96,69,96,31,100,100,118,91,87,32,99,96,69,96,31,100,100
Z3051WQZ,0,111,91,75,39,98,100,77,99,23,100,100,119,91,75,39,98,100,77,99,23,100,100,110,91,75,39,98,100,77,99,23,100,100,119,91,75,39,98,100,77,99,23,100,100,118,91,75,39,98,100,77,99,23,100,100,119,91,75,39,98,100,77,99,23,100,100,116,91,75,39,98,100,77,99,23,100,100,112,91,75,39,98,100,77,99,23,100,100,105,91,75,39,98,100,77,99,23,100,100,111,91,75,39,98,100,76,99,24,100,100,116,91,75,39,98,100,77,99,23,100,100,114,91,74,39,98,100,77,99,23,100,100,114,91,74,39,98,100,76,99,24,100,100,118,91,73,39,98,100,76,99,24,100,100,117,91,72,39,98,100,77,99,23,100,100,115,91,72,39,98,100,76,99,24,100,100,118,91,72,39,98,100,76,99,24,100,100,112,91,72,39,98,100,77,99,23,100,100,114,91,72,39,98,100,77,99,23,100,100,119,91,71,39,98,100,77,99,23,100,100
Z304HT9S,0,117,91,79,35,95,100,79,97,21,100,100,118,91,78,35,95,100,79,97,21,100,100,118,91,78,35,95,100,79,97,21,100,100,117,91,78,35,95,100,79,97,21,100,100,113,91,78,35,95,100,79,97,21,100,100,117,91,78,35,95,100,79,97,21,100,100,118,91,78,35,95,100,78,97,22,100,100,114,91,78,35,95,100,78,97,22,100,100,106,91,78,35,95,100,78,97,22,100,100,116,91,78,35,95,100,79,97,21,100,100,117,91,78,35,95,100,79,97,21,100,100,114,91,78,35,95,100,78,97,22,100,100,120,91,78,35,95,100,78,97,22,100,100,117,91,78,35,95,100,78,97,22,100,100,119,91,78,35,95,100,78,97,22,100,100,112,91,78,35,95,100,78,97,22,100,100,107,91,78,35,95,100,78,97,22,100,100,116,91,78,35,95,100,78,97,22,100,100,116,91,78,35,95,100,78,97,22,100,100,117,91,77,36,95,100,78,97,22,100,100
S300Z7KH,0,117,92,85,35,90,100,71,77,29,100,100,119,92,85,35,90,100,71,77,29,100,100,115,92,85,35,90,100,71,77,29,100,100,120,92,85,35,90,100,70,77,30,100,100,119,92,85,35,90,100,71,77,29,100,100,117,92,85,35,90,100,71,77,29,100,100,114,92,85,35,90,100,71,77,29,100,100,114,92,85,35,90,100,71,77,29,100,100,118,92,85,35,90,100,71,77,29,100,100,108,92,85,35,90,100,71,77,29,100,100,117,92,85,35,90,100,70,77,30,100,100,119,92,85,35,90,100,70,77,30,100,100,109,92,85,35,90,100,69,77,31,100,100,114,92,85,35,90,100,69,77,31,100,100,118,92,85,35,90,100,69,77,31,100,100,118,92,85,35,90,100,69,77,31,100,100,117,92,85,35,90,100,69,77,31,100,100,119,92,85,35,90,100,69,77,31,100,100,119,92,85,35,90,100,68,77,32,100,100,109,92,85,35,90,100,68,77,32,100,100
Z304W7YE,0,111,92,88,32,100,99,82,96,18,100,100,100,92,88,32,100,99,82,96,18,100,100,118,92,88,32,100,99,82,96,18,100,100,113,92,88,32,100,99,82,96,18,100,100,116,92,88,32,100,99,82,96,18,100,100,108,92,88,32,100,99,82,96,18,100,100,119,92,88,33,100,99,82,96,18,100,100,111,92,88,33,100,99,82,96,18,100,100,115,92,88,33,100,99,82,96,18,100,100,114,92,88,33,100,99,82,96,18,100,100,115,92,88,33,100,99,82,96,18,100,100,118,92,88,33,100,99,82,96,18,100,100,116,92,88,33,100,99,82,96,18,100,100,118,92,88,33,100,99,82,96,18,100,100,119,92,88,33,100,99,82,96,18,100,100,109,92,88,33,100,99,82,96,18,100,100,117,92,88,33,100,99,82,96,18,100,100,117,92,88,33,100,99,82,96,18,100,100,116,92,88,33,100,99,82,96,18,100,100,105,92,88,33,100,99,82,96,18,100,100
S300Z4L5,0,108,96,88,29,100,100,80,80,20,100,100,114,96,88,29,100,100,80,80,20,100,100,120,96,88,30,100,100,80,80,20,100,100,113,96,88,30,100,100,80,80,20,100,100,120,96,88,30,100,100,80,80,20,100,100,109,96,88,30,100,100,80,80,20,100,100,118,96,88,30,100,100,80,80,20,100,100,103,96,88,30,100,100,79,80,21,100,100,118,96,88,30,100,100,80,80,20,100,100,118,96,88,30,100,100,80,80,20,100,100,105,96,88,30,100,100,80,80,20,100,100,111,96,88,30,100,100,80,80,20,100,100,119,96,88,30,100,100,80,80,20,100,100,114,96,88,30,100,100,80,80,20,100,100,117,96,88,30,100,100,80,80,20,100,100,107,96,88,30,100,100,79,80,21,100,100,117,96,88,30,100,100,79,80,21,100,100,118,96,88,30,100,100,79,80,21,100,100,117,96,88,30,100,100,80,80,20,100,100,118,96,88,30,100,100,80,80,20,100,100
W300XYFA,0,118,92,86,48,100,100,79,100,21,100,100,118,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,114,92,85,48,100,100,79,100,21,100,100,118,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,116,92,85,48,100,100,79,100,21,100,100,111,92,85,48,100,100,79,100,21,100,100,115,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,78,100,22,100,100,119,92,85,48,100,100,79,100,21,100,100,114,92,85,48,100,100,78,100,22,100,100,118,92,85,48,100,100,79,100,21,100,100,119,92,85,48,100,100,79,100,21,100,100,113,92,85,48,100,100,79,100,21,100,100,112,92,85,48,100,100,79,100,21,100,100,115,92,85,48,100,100,79,100,21,100,100
S301NGYH,0,117,91,87,36,95,96,73,96,27,100,100,119,91,87,36,95,96,73,96,27,100,100,112,91,87,36,95,96,73,96,27,100,100,104,91,87,36,95,96,73,96,27,100,100,119,91,87,36,95,96,73,96,27,100,100,114,91,87,36,95,96,73,96,27,100,100,117,91,87,36,95,96,73,96,27,100,100,112,91,87,36,95,96,73,96,27,100,100,113,91,87,36,95,96,73,96,27,100,100,112,91,87,36,95,96,73,96,27,100,100,119,91,87,36,95,96,73,96,27,100,100,117,91,87,36,95,96,73,96,27,100,100,119,91,87,36,95,96,73,96,27,100,100,114,91,87,36,95,96,73,96,27,100,100,118,91,87,36,95,96,73,96,27,100,100,117,91,87,36,95,96,73,96,27,100,100,119,91,87,36,95,96,73,96,27,100,100,113,91,87,36,95,96,73,96,27,100,100,116,91,87,37,95,96,73,96,27,100,100,113,91,87,37,95,96,73,96,27,100,100
Z3059MF8,0,117,91,75,30,100,100,80,39,20,100,100,119,91,75,30,100,100,80,39,20,100,100,111,91,75,30,100,100,80,39,20,100,100,117,91,75,30,100,100,80,39,20,100,100,113,91,75,30,100,100,80,39,20,100,100,118,91,75,30,100,100,80,39,20,100,100,119,91,75,30,100,100,80,39,20,100,100,111,91,75,30,100,100,80,39,20,100,100,120,91,75,30,100,100,80,39,20,100,100,117,91,75,30,100,100,81,39,19,100,100,117,91,74,30,100,100,80,39,20,100,100,114,91,74,30,100,100,80,39,20,100,100,115,91,74,30,100,100,80,39,20,100,100,117,91,73,30,100,100,80,39,20,100,100,117,91,73,30,100,100,80,39,20,100,100,120,91,73,30,100,100,80,39,20,100,100,114,91,72,30,100,100,80,39,20,100,100,120,91,72,30,100,100,80,39,20,100,100,116,91,72,30,100,100,80,39,20,100,100,105,91,72,30,100,100,80,39,20,100,100
Z304K45J,0,117,91,86,35,98,100,80,96,20,100,100,119,91,86,35,98,100,80,96,20,100,100,118,91,86,35,98,100,80,96,20,100,100,111,91,86,35,98,100,80,96,20,100,100,108,91,86,35,98,100,80,96,20,100,100,118,91,86,35,98,100,80,96,20,100,100,119,91,86,35,98,100,80,96,20,100,100,111,91,86,35,98,100,80,96,20,100,100,117,91,86,35,98,100,80,96,20,100,100,117,91,86,35,98,100,80,96,20,100,100,114,91,86,35,98,100,80,96,20,100,100,119,91,86,35,98,100,80,96,20,100,100,120,91,86,35,98,100,80,96,20,100,100,119,91,85,35,98,100,80,96,20,100,100,119,91,85,35,98,100,80,96,20,100,100,103,91,85,35,98,100,80,96,20,100,100,112,91,85,35,98,100,80,96,20,100,100,118,91,85,35,98,100,80,96,20,100,100,111,91,85,35,98,100,80,96,20,100,100,115,91,85,35,98,100,80,96,20,100,100
Z305DTPB,0,115,91,87,32,100,100,70,94,30,100,100,117,91,87,32,100,100,70,94,30,100,100,111,91,87,32,100,100,69,94,31,100,100,113,91,87,32,100,100,70,94,30,100,100,107,91,87,32,100,100,70,94,30,100,100,117,91,87,32,100,100,70,94,30,100,100,109,91,87,32,100,100,70,94,30,100,100,114,91,87,32,100,100,70,94,30,100,100,113,91,87,32,100,100,70,94,30,100,100,113,91,87,32,100,100,70,94,30,100,100,118,91,87,32,100,100,70,94,30,100,100,115,91,87,32,100,100,70,94,30,100,100,111,91,87,32,100,100,70,94,30,100,100,111,91,87,32,100,100,69,94,31,100,100,116,91,87,32,100,100,70,94,30,100,100,117,91,87,32,100,100,70,94,30,100,100,118,91,87,32,100,100,69,94,31,100,100,114,91,87,32,100,100,69,94,31,100,100,117,91,87,32,100,100,70,94,30,100,100,118,91,87,32,100,100,70,94,30,100,100
S300Z4VV,0,113,92,85,33,100,100,80,79,20,100,100,102,92,85,33,100,100,80,79,20,100,100,106,92,85,33,100,100,80,79,20,100,100,114,92,85,33,100,100,79,79,21,100,100,120,92,85,33,100,100,79,79,21,100,100,117,92,85,33,100,100,79,79,21,100,100,100,92,85,33,100,100,79,79,21,100,100,117,92,85,33,100,100,79,79,21,100,100,114,92,85,33,100,100,79,79,21,100,100,111,92,85,33,100,100,79,79,21,100,100,119,92,85,34,100,100,79,79,21,100,100,119,92,85,34,100,100,79,79,21,100,100,116,92,85,34,100,100,79,79,21,100,100,119,92,85,34,100,100,79,79,21,100,100,119,92,85,34,100,100,79,79,21,100,100,114,92,85,34,100,100,79,79,21,100,100,102,92,85,34,100,100,80,79,20,100,100,118,92,85,34,100,100,80,79,20,100,100,109,92,85,34,100,100,80,79,20,100,100,116,92,85,34,100,100,81,79,19,100,100
S30117E8,0,119,91,90,28,100,100,84,84,16,100,100,114,91,90,28,100,100,84,84,16,100,100,119,91,90,28,100,100,84,84,16,100,100,119,91,90,28,100,100,84,84,16,100,100,109,91,90,29,100,100,84,84,16,100,100,120,91,90,29,100,100,84,84,16,100,100,111,91,90,29,100,100,84,84,16,100,100,118,91,90,29,100,100,84,84,16,100,100,112,91,90,29,100,100,84,84,16,100,100,117,91,90,29,100,100,84,84,16,100,100,119,91,89,29,100,100,84,84,16,100,100,117,91,89,29,100,100,84,84,16,100,100,117,91,89,29,100,100,84,84,16,100,100,119,91,89,29,100,100,84,84,16,100,100,115,91,89,29,100,100,84,84,16,100,100,118,91,89,29,100,100,84,84,16,100,100,120,91,89,29,100,100,84,84,16,100,100,120,91,89,29,100,100,84,84,16,100,100,119,91,89,29,100,100,84,84,16,100,100,118,91,89,29,100,100,85,84,15,100,100
Z3029BJG,0,116,92,75,22,100,100,83,73,17,100,100,119,92,75,22,100,100,83,73,17,100,100,111,92,75,22,100,100,83,73,17,100,100,115,92,75,22,100,100,83,73,17,100,100,117,92,75,22,100,100,83,73,17,100,100,117,92,75,22,100,100,83,73,17,100,100,118,92,75,22,100,100,83,73,17,100,100,119,92,74,22,100,100,83,73,17,100,100,118,92,74,23,100,100,83,73,17,100,100,114,92,73,23,100,100,83,73,17,100,100,117,92,73,23,100,100,83,73,17,100,100,114,92,73,23,100,100,84,73,16,100,100,117,92,72,23,100,100,84,73,16,100,100,118,92,72,23,100,100,84,73,16,100,100,117,92,72,23,100,100,83,73,17,100,100,111,92,72,23,100,100,84,73,16,100,100,118,92,70,23,100,100,84,73,16,100,100,114,92,70,23,100,100,83,73,17,100,100,117,92,70,23,100,100,83,73,17,100,100,117,92,69,23,100,100,83,73,17,100,100
S300Z4DG,0,107,93,87,33,100,100,83,83,17,100,100,117,93,87,33,100,100,82,83,18,100,100,117,93,87,33,100,100,83,83,17,100,100,114,93,87,33,100,100,83,83,17,100,100,109,93,87,33,100,100,82,83,18,100,100,111,93,87,33,100,100,83,83,17,100,100,106,93,87,33,100,100,82,83,18,100,100,116,93,87,33,100,100,82,83,18,100,100,117,93,87,33,100,100,82,83,18,100,100,117,93,87,33,100,100,82,83,18,100,100,118,93,87,33,100,100,83,83,17,100,100,119,93,87,33,100,100,82,83,18,100,100,114,93,87,33,100,100,82,83,18,100,100,117,93,87,33,100,100,82,83,18,100,100,115,93,87,33,100,100,82,83,18,100,100,118,93,87,33,100,100,82,83,18,100,100,114,93,87,33,100,100,82,83,18,100,100,106,93,87,33,100,100,82,83,18,100,100,114,93,87,33,100,100,81,83,19,100,100,115,93,87,33,100,100,80,83,20,100,100
Z305ANVN,0,118,91,84,37,100,100,76,84,24,100,100,107,91,84,37,100,100,76,84,24,100,100,118,91,84,37,100,100,76,84,24,100,100,119,91,84,37,100,100,76,84,24,100,100,106,91,84,37,100,100,76,84,24,100,100,117,91,84,37,100,100,76,84,24,100,100,117,91,84,37,100,100,76,84,24,100,100,114,91,84,37,100,100,76,84,24,100,100,108,91,84,37,100,100,76,84,24,100,100,117,91,84,37,100,100,76,84,24,100,100,118,91,84,37,100,100,77,84,23,100,100,112,91,84,37,100,100,76,84,24,100,100,111,91,84,37,100,100,74,84,26,100,100,112,91,84,37,100,100,75,84,25,100,100,111,91,84,37,100,100,74,84,26,100,100,117,91,84,37,100,100,74,84,26,100,100,108,91,84,37,100,100,77,84,23,100,100,120,91,84,37,100,100,75,84,25,100,100,118,91,84,37,100,100,75,84,25,100,100,118,91,84,37,100,100,75,84,25,100,100
Z305GY03,0,119,95,89,41,100,100,81,98,19,100,100,115,95,89,41,100,100,81,98,19,100,100,120,95,89,41,100,100,82,98,18,100,100,114,95,89,41,100,100,82,98,18,100,100,116,95,89,41,100,100,82,98,18,100,100,114,95,89,41,100,100,82,98,18,100,100,117,95,89,41,100,100,82,98,18,100,100,117,95,89,41,100,100,82,98,18,100,100,119,95,89,41,100,100,82,98,18,100,100,114,95,89,41,100,100,82,98,18,100,100,118,95,89,41,100,100,82,98,18,100,100,114,95,89,42,100,100,82,98,18,100,100,109,95,89,42,100,100,82,98,18,100,100,117,95,89,42,100,100,82,98,18,100,100,117,95,89,42,100,100,82,98,18,100,100,113,95,89,42,100,100,82,98,18,100,100,118,95,89,42,100,100,82,98,18,100,100,119,95,89,42,100,100,82,98,18,100,100,111,95,89,42,100,100,82,98,18,100,100,114,95,89,42,100,100,82,98,18,100,100
Z305H4TK,0,113,92,78,39,100,100,73,73,27,100,100,111,92,78,39,100,100,70,73,30,100,100,115,92,78,39,100,100,73,73,27,100,100,112,92,78,39,100,100,70,73,30,100,100,111,92,78,39,100,100,71,73,29,100,100,114,92,78,39,100,100,72,73,28,100,100,117,92,77,39,100,100,73,73,27,100,100,117,92,77,40,100,100,72,73,28,100,100,115,92,77,40,100,100,71,73,29,100,100,117,92,77,40,100,100,71,73,29,100,100,118,92,77,40,100,100,73,73,27,100,100,119,92,76,40,100,100,72,73,28,100,100,119,92,76,40,100,100,72,73,28,100,100,120,92,76,40,100,100,72,73,28,100,100,119,92,76,40,100,100,72,73,28,100,100,109,92,75,40,100,100,72,73,28,100,100,116,92,75,40,100,100,71,73,29,100,100,118,92,75,40,100,100,72,73,28,100,100,118,92,75,40,100,100,72,73,28,100,100,115,92,75,40,100,100,72,73,28,100,100
Z305ANXL,0,114,93,88,31,100,100,83,33,17,100,100,108,93,88,31,100,100,83,33,17,100,100,117,93,88,31,100,100,83,33,17,100,100,107,93,88,31,100,100,83,33,17,100,100,113,93,88,31,100,100,83,33,17,100,100,120,93,88,31,100,100,83,33,17,100,100,114,93,88,31,100,100,83,33,17,100,100,117,93,88,31,100,100,83,33,17,100,100,119,93,88,31,100,100,83,33,17,100,100,114,93,88,31,100,100,83,33,17,100,100,119,93,88,31,100,100,83,33,17,100,100,113,93,88,31,100,100,83,33,17,100,100,115,93,88,31,100,100,83,33,17,100,100,103,93,88,31,100,100,84,33,16,100,100,118,93,88,31,100,100,83,33,17,100,100,108,93,88,31,100,100,83,33,17,100,100,116,93,88,31,100,100,83,33,17,100,100,117,93,88,31,100,100,84,33,16,100,100,117,93,88,31,100,100,83,33,17,100,100,119,93,88,31,100,100,83,33,17,100,100
Z305BENB,0,116,92,83,41,100,100,68,96,32,100,100,119,92,83,41,100,100,69,96,31,100,100,119,92,83,41,100,100,69,96,31,100,100,117,92,83,41,100,100,69,96,31,100,100,108,92,83,41,100,100,69,96,31,100,100,114,92,82,41,100,100,71,96,29,100,100,118,92,82,41,100,100,72,96,28,100,100,117,92,82,41,100,100,72,96,28,100,100,119,92,82,41,100,100,72,96,28,100,100,118,92,82,41,100,100,72,96,28,100,100,116,92,82,41,100,100,72,96,28,100,100,114,92,82,41,100,100,72,96,28,100,100,117,92,82,41,100,100,71,96,29,100,100,117,92,82,41,100,100,72,96,28,100,100,111,92,82,41,100,100,71,96,29,100,100,120,92,82,41,100,100,72,96,28,100,100,115,92,82,41,100,100,72,96,28,100,100,114,92,82,41,100,100,72,96,28,100,100,107,92,82,41,100,100,69,96,31,100,100,115,92,82,41,100,100,69,96,31,100,100
Z304HKLB,0,119,93,86,36,100,100,81,95,19,100,100,103,93,86,36,100,100,80,95,20,100,100,111,93,86,36,100,100,81,95,19,100,100,117,93,86,36,100,100,80,95,20,100,100,117,93,86,36,100,100,80,95,20,100,100,118,93,86,36,100,100,80,95,20,100,100,119,93,86,36,100,100,80,95,20,100,100,114,93,86,36,100,100,80,95,20,100,100,108,93,86,36,100,100,80,95,20,100,100,108,93,86,36,100,100,80,95,20,100,100,117,93,86,36,100,100,80,95,20,100,100,100,93,86,36,100,100,80,95,20,100,100,119,93,86,36,100,100,80,95,20,100,100,119,93,86,36,100,100,81,95,19,100,100,116,93,86,36,100,100,80,95,20,100,100,120,93,86,36,100,100,80,95,20,100,100,109,93,86,36,100,100,81,95,19,100,100,107,93,86,36,100,100,80,95,20,100,100,101,93,86,36,100,100,80,95,20,100,100,111,93,86,36,100,100,80,95,20,100,100
Z3028WA6,0,116,92,89,34,98,100,69,99,31,100,100,119,92,89,34,98,100,69,99,31,100,100,119,92,89,34,98,100,69,99,31,100,100,118,92,89,34,98,100,69,99,31,100,100,111,92,89,34,98,100,70,99,30,100,100,114,92,89,34,98,100,70,99,30,100,100,119,92,89,35,98,100,69,99,31,100,100,119,92,89,35,98,100,69,99,31,100,100,115,92,89,35,98,100,69,99,31,100,100,115,92,89,35,98,100,70,99,30,100,100,117,92,89,35,98,100,69,99,31,100,100,115,92,89,35,98,100,69,99,31,100,100,109,92,89,35,98,100,70,99,30,100,100,118,92,89,35,98,100,69,99,31,100,100,108,92,89,35,98,100,69,99,31,100,100,117,92,89,35,98,100,69,99,31,100,100,118,92,89,35,98,100,70,99,30,100,100,115,92,89,35,98,100,70,99,30,100,100,117,92,89,35,98,100,69,99,31,100,100,114,92,89,35,98,100,66,99,34,100,100
