PID,FAILURE,DAY0SMART0,DAY0SMART1,DAY0SMART2,DAY0SMART3,DAY0SMART4,DAY0SMART5,DAY0SMART6,DAY0SMART7,DAY0SMART8,DAY0SMART9,DAY0SMART10,DAY1SMART0,DAY1SMART1,DAY1SMART2,DAY1SMART3,DAY1SMART4,DAY1SMART5,DAY1SMART6,DAY1SMART7,DAY1SMART8,DAY1SMART9,DAY1SMART10,DAY2SMART0,DAY2SMART1,DAY2SMART2,DAY2SMART3,DAY2SMART4,DAY2SMART5,DAY2SMART6,DAY2SMART7,DAY2SMART8,DAY2SMART9,DAY2SMART10,DAY3SMART0,DAY3SMART1,DAY3SMART2,DAY3SMART3,DAY3SMART4,DAY3SMART5,DAY3SMART6,DAY3SMART7,DAY3SMART8,DAY3SMART9,DAY3SMART10,DAY4SMART0,DAY4SMART1,DAY4SMART2,DAY4SMART3,DAY4SMART4,DAY4SMART5,DAY4SMART6,DAY4SMART7,DAY4SMART8,DAY4SMART9,DAY4SMART10,DAY5SMART0,DAY5SMART1,DAY5SMART2,DAY5SMART3,DAY5SMART4,DAY5SMART5,DAY5SMART6,DAY5SMART7,DAY5SMART8,DAY5SMART9,DAY5SMART10,DAY6SMART0,DAY6SMART1,DAY6SMART2,DAY6SMART3,DAY6SMART4,DAY6SMART5,DAY6SMART6,DAY6SMART7,DAY6SMART8,DAY6SMART9,DAY6SMART10,DAY7SMART0,DAY7SMART1,DAY7SMART2,DAY7SMART3,DAY7SMART4,DAY7SMART5,DAY7SMART6,DAY7SMART7,DAY7SMART8,DAY7SMART9,DAY7SMART10,DAY8SMART0,DAY8SMART1,DAY8SMART2,DAY8SMART3,DAY8SMART4,DAY8SMART5,DAY8SMART6,DAY8SMART7,DAY8SMART8,DAY8SMART9,DAY8SMART10,DAY9SMART0,DAY9SMART1,DAY9SMART2,DAY9SMART3,DAY9SMART4,DAY9SMART5,DAY9SMART6,DAY9SMART7,DAY9SMART8,DAY9SMART9,DAY9SMART10,DAY10SMART0,DAY10SMART1,DAY10SMART2,DAY10SMART3,DAY10SMART4,DAY10SMART5,DAY10SMART6,DAY10SMART7,DAY10SMART8,DAY10SMART9,DAY10SMART10,DAY11SMART0,DAY11SMART1,DAY11SMART2,DAY11SMART3,DAY11SMART4,DAY11SMART5,DAY11SMART6,DAY11SMART7,DAY11SMART8,DAY11SMART9,DAY11SMART10,DAY12SMART0,DAY12SMART1,DAY12SMART2,DAY12SMART3,DAY12SMART4,DAY12SMART5,DAY12SMART6,DAY12SMART7,DAY12SMART8,DAY12SMART9,DAY12SMART10,DAY13SMART0,DAY13SMART1,DAY13SMART2,DAY13SMART3,DAY13SMART4,DAY13SMART5,DAY13SMART6,DAY13SMART7,DAY13SMART8,DAY13SMART9,DAY13SMART10,DAY14SMART0,DAY14SMART1,DAY14SMART2,DAY14SMART3,DAY14SMART4,DAY14SMART5,DAY14SMART6,DAY14SMART7,DAY14SMART8,DAY14SMART9,DAY14SMART10,DAY15SMART0,DAY15SMART1,DAY15SMART2,DAY15SMART3,DAY15SMART4,DAY15SMART5,DAY15SMART6,DAY15SMART7,DAY15SMART8,DAY15SMART9,DAY15SMART10,DAY16SMART0,DAY16SMART1,DAY16SMART2,DAY16SMART3,DAY16SMART4,DAY16SMART5,DAY16SMART6,DAY16SMART7,DAY16SMART8,DAY16SMART9,DAY16SMART10,DAY17SMART0,DAY17SMART1,DAY17SMART2,DAY17SMART3,DAY17SMART4,DAY17SMART5,DAY17SMART6,DAY17SMART7,DAY17SMART8,DAY17SMART9,DAY17SMART10,DAY18SMART0,DAY18SMART1,DAY18SMART2,DAY18SMART3,DAY18SMART4,DAY18SMART5,DAY18SMART6,DAY18SMART7,DAY18SMART8,DAY18SMART9,DAY18SMART10,DAY19SMART0,DAY19SMART1,DAY19SMART2,DAY19SMART3,DAY19SMART4,DAY19SMART5,DAY19SMART6,DAY19SMART7,DAY19SMART8,DAY19SMART9,DAY19SMART10
Z305E3GP,0,113,92,86,32,100,100,77,73,23,100,100,114,92,86,32,100,100,76,73,24,100,100,100,92,86,32,100,100,75,73,25,100,100,100,92,86,32,100,100,75,73,25,100,100,110,92,86,33,100,100,76,73,24,100,100,118,92,86,33,100,100,75,73,25,100,100,116,92,86,33,100,100,75,73,25,100,100,117,92,86,33,100,100,75,73,25,100,100,116,92,86,33,100,100,76,73,24,100,100,114,92,86,33,100,100,76,73,24,100,100,119,92,86,33,100,100,77,73,23,100,100,119,92,86,33,100,100,76,73,24,100,100,117,92,86,33,100,100,76,73,24,100,100,116,92,86,33,100,100,76,73,24,100,100,117,92,86,33,100,100,77,73,23,100,100,114,92,86,33,100,100,77,73,23,100,100,105,92,86,33,100,100,78,73,22,100,100,120,92,86,33,100,100,78,73,22,100,100,119,92,86,33,100,100,78,73,22,100,100,114,92,86,33,100,100,78,73,22,100,100
Z3058DRV,0,119,91,87,33,100,100,81,84,19,100,100,117,91,87,33,100,100,81,84,19,100,100,116,91,87,33,100,100,81,84,19,100,100,114,91,87,33,100,100,80,84,20,100,100,119,91,87,33,100,100,81,84,19,100,100,113,91,87,33,100,100,81,84,19,100,100,117,91,87,33,100,100,81,84,19,100,100,118,91,87,33,100,100,81,84,19,100,100,119,91,87,33,100,100,81,84,19,100,100,120,91,87,33,100,100,81,84,19,100,100,114,91,87,33,100,100,81,84,19,100,100,118,91,87,33,100,100,81,84,19,100,100,113,91,87,33,100,100,81,84,19,100,100,114,91,87,33,100,100,81,84,19,100,100,118,91,87,33,100,100,82,84,18,100,100,112,91,87,33,100,100,82,84,18,100,100,117,91,87,33,100,100,82,84,18,100,100,117,91,87,33,100,100,82,84,18,100,100,118,91,87,33,100,100,82,84,18,100,100,119,91,87,33,100,100,82,84,18,100,100
Z304JWD9,0,117,92,86,37,100,100,80,38,20,100,100,118,92,86,37,100,100,80,38,20,100,100,114,92,86,37,100,100,80,38,20,100,100,112,92,86,37,100,100,80,38,20,100,100,119,92,86,38,100,100,80,38,20,100,100,118,92,86,38,100,100,80,38,20,100,100,117,92,86,38,100,100,80,38,20,100,100,119,92,86,38,100,100,80,38,20,100,100,117,92,86,38,100,100,80,38,20,100,100,114,92,86,38,100,100,80,38,20,100,100,120,92,86,38,100,100,80,38,20,100,100,120,92,86,38,100,100,80,38,20,100,100,118,92,86,38,100,100,80,38,20,100,100,109,92,86,38,100,100,80,38,20,100,100,118,92,86,38,100,100,80,38,20,100,100,110,92,86,38,100,100,80,38,20,100,100,117,92,86,38,100,100,80,38,20,100,100,118,92,86,38,100,100,81,38,19,100,100,119,92,86,38,100,100,80,38,20,100,100,114,92,86,38,100,100,81,38,19,100,100
Z304JSPQ,0,119,92,86,35,98,100,74,96,26,100,100,115,92,86,35,98,100,74,96,26,100,100,118,92,86,35,98,100,74,96,26,100,100,119,92,86,35,98,100,74,96,26,100,100,116,92,86,35,98,100,73,96,27,100,100,116,92,86,35,98,100,73,96,27,100,100,115,92,86,35,98,100,72,96,28,100,100,115,92,86,35,98,100,73,96,27,100,100,114,92,86,35,98,100,74,96,26,100,100,115,92,86,35,98,100,74,96,26,100,100,114,92,86,35,98,100,74,96,26,100,100,116,92,85,35,98,100,74,96,26,100,100,119,92,85,35,98,100,74,96,26,100,100,112,92,85,35,98,100,74,96,26,100,100,114,92,85,35,98,100,74,96,26,100,100,118,92,85,35,98,100,74,96,26,100,100,113,92,85,35,98,100,74,96,26,100,100,111,92,85,35,98,100,74,96,26,100,100,107,92,85,35,98,100,75,96,25,100,100,112,92,85,35,98,100,76,96,24,100,100
Z302G0C2,0,107,92,87,30,100,100,79,84,21,100,100,117,92,87,30,100,100,80,84,20,100,100,117,92,87,30,100,100,79,84,21,100,100,118,92,87,30,100,100,79,84,21,100,100,118,92,87,30,100,100,79,84,21,100,100,111,92,87,30,100,100,79,84,21,100,100,114,92,87,30,100,100,79,84,21,100,100,119,92,87,30,100,100,79,84,21,100,100,117,92,87,30,100,100,79,84,21,100,100,116,92,87,30,100,100,79,84,21,100,100,117,92,87,30,100,100,80,84,20,100,100,116,92,87,30,100,100,79,84,21,100,100,113,92,87,30,100,100,79,84,21,100,100,119,92,87,30,100,100,79,84,21,100,100,114,92,87,30,100,100,79,84,21,100,100,119,92,87,31,100,100,79,84,21,100,100,117,92,87,31,100,100,79,84,21,100,100,114,92,87,31,100,100,79,84,21,100,100,112,92,87,31,100,100,79,84,21,100,100,118,92,87,31,100,100,79,84,21,100,100
Z305ECVL,0,119,92,82,36,100,100,76,98,24,100,100,114,92,82,36,100,100,77,98,23,100,100,118,92,82,36,100,100,76,98,24,100,100,117,92,82,36,100,100,77,98,23,100,100,113,92,82,36,100,100,76,98,24,100,100,117,92,82,36,100,100,76,98,24,100,100,119,92,82,36,100,100,76,98,24,100,100,116,92,81,36,100,100,76,98,24,100,100,116,92,81,36,100,100,76,98,24,100,100,111,92,81,36,100,100,76,98,24,100,100,118,92,81,36,100,100,77,98,23,100,100,118,92,81,36,100,100,76,98,24,100,100,119,92,81,36,100,100,76,98,24,100,100,117,92,81,36,100,100,76,98,24,100,100,117,92,81,36,100,100,76,98,24,100,100,115,92,81,36,100,100,76,98,24,100,100,114,92,81,36,100,100,76,98,24,100,100,114,92,81,36,100,100,76,98,24,100,100,106,92,81,36,100,100,76,98,24,100,100,118,92,81,36,100,100,76,98,24,100,100
Z305DV5D,0,118,91,84,40,100,100,80,98,20,100,100,114,91,84,40,100,100,80,98,20,100,100,116,91,84,40,100,100,80,98,20,100,100,102,91,84,40,100,100,80,98,20,100,100,115,91,84,40,100,100,80,98,20,100,100,115,91,84,40,100,100,80,98,20,100,100,117,91,84,40,100,100,80,98,20,100,100,117,91,84,40,100,100,80,98,20,100,100,118,91,84,40,100,100,80,98,20,100,100,119,91,84,40,100,100,79,98,21,100,100,116,91,84,40,100,100,80,98,20,100,100,117,91,84,40,100,100,80,98,20,100,100,117,91,84,40,100,100,80,98,20,100,100,119,91,84,40,100,100,79,98,21,100,100,119,91,84,40,100,100,79,98,21,100,100,118,91,84,40,100,100,79,98,21,100,100,117,91,84,40,100,100,79,98,21,100,100,120,91,84,40,100,100,79,98,21,100,100,117,91,84,40,100,100,79,98,21,100,100,120,91,84,40,100,100,79,98,21,100,100
S301GM0Q,0,116,91,87,33,100,100,71,94,29,100,100,119,91,87,33,100,100,71,94,29,100,100,119,91,87,33,100,100,71,94,29,100,100,115,91,87,33,100,100,71,94,29,100,100,117,91,87,33,100,100,71,94,29,100,100,115,91,87,33,100,100,71,94,29,100,100,118,91,87,33,100,100,71,94,29,100,100,119,91,87,33,100,100,71,94,29,100,100,119,91,87,33,100,100,71,94,29,100,100,118,91,87,33,100,100,71,94,29,100,100,118,91,87,33,100,100,71,94,29,100,100,119,91,87,33,100,100,71,94,29,100,100,104,91,87,33,100,100,71,94,29,100,100,117,91,87,33,100,100,71,94,29,100,100,112,91,87,33,100,100,71,94,29,100,100,118,91,87,33,100,100,71,94,29,100,100,117,91,87,33,100,100,71,94,29,100,100,116,91,87,34,100,100,70,94,30,100,100,116,91,87,34,100,100,71,94,29,100,100,115,91,87,34,100,100,71,94,29,100,100
Z305K288,0,116,92,82,37,98,100,73,98,27,100,100,117,92,82,37,98,100,73,98,27,100,100,119,92,82,37,98,100,74,98,26,100,100,109,92,82,37,98,100,76,98,24,100,100,119,92,81,37,98,100,75,98,25,100,100,117,92,81,37,98,100,75,98,25,100,100,117,92,81,37,98,100,76,98,24,100,100,118,92,81,37,98,100,76,98,24,100,100,118,92,81,37,98,100,76,98,24,100,100,116,92,81,37,98,100,75,98,25,100,100,117,92,81,37,98,100,76,98,24,100,100,119,92,81,37,98,100,76,98,24,100,100,117,92,81,37,98,100,76,98,24,100,100,113,92,81,37,98,100,76,98,24,100,100,117,92,81,37,98,100,76,98,24,100,100,117,92,81,37,98,100,76,98,24,100,100,117,92,81,37,98,100,76,98,24,100,100,111,92,81,37,98,100,76,98,24,100,100,119,92,81,37,98,100,76,98,24,100,100,117,92,81,37,98,100,74,98,26,100,100
S300ZA55,0,119,92,89,31,99,100,77,81,23,100,100,116,92,89,31,99,100,77,81,23,100,100,119,92,89,31,99,100,76,81,24,100,100,112,92,89,31,99,100,77,81,23,100,100,115,92,89,31,99,100,75,81,25,100,100,112,92,89,31,99,100,76,81,24,100,100,116,92,89,31,99,100,76,81,24,100,100,111,92,89,31,99,100,77,81,23,100,100,118,92,89,31,99,100,77,81,23,100,100,109,92,89,31,99,100,76,81,24,100,100,115,92,89,31,99,100,77,81,23,100,100,117,92,89,31,99,100,77,81,23,100,100,117,92,89,31,99,100,77,81,23,100,100,117,92,89,31,99,100,77,81,23,100,100,118,92,89,31,99,100,77,81,23,100,100,114,92,89,31,99,100,76,81,24,100,100,119,92,89,31,99,100,76,81,24,100,100,111,92,89,31,99,100,76,81,24,100,100,117,92,89,31,99,100,76,81,24,100,100,111,92,89,31,99,100,77,81,23,100,100
Z305B70L,0,116,96,87,33,100,100,79,96,21,100,100,116,96,87,33,100,100,79,96,21,100,100,120,96,87,33,100,100,79,96,21,100,100,117,96,87,33,100,100,79,96,21,100,100,116,96,87,33,100,100,79,96,21,100,100,117,96,87,33,100,100,78,96,22,100,100,119,96,87,33,100,100,79,96,21,100,100,111,96,87,33,100,100,79,96,21,100,100,117,96,87,33,100,100,79,96,21,100,100,113,96,87,33,100,100,79,96,21,100,100,114,96,87,33,100,100,77,96,23,100,100,113,96,87,33,100,100,79,96,21,100,100,120,96,87,33,100,100,79,96,21,100,100,114,96,87,33,100,100,79,96,21,100,100,115,96,87,33,100,100,79,96,21,100,100,114,96,87,33,100,100,79,96,21,100,100,113,96,87,33,100,100,79,96,21,100,100,111,96,87,33,100,100,78,96,22,100,100,113,96,87,33,100,100,79,96,21,100,100,117,96,87,33,100,100,79,96,21,100,100
Z3057AJL,0,117,91,86,35,100,100,78,96,22,100,100,114,91,86,35,100,100,78,96,22,100,100,117,91,86,35,100,100,77,96,23,100,100,111,91,86,35,100,100,78,96,22,100,100,114,91,86,35,100,100,78,96,22,100,100,115,91,86,35,100,100,78,96,22,100,100,117,91,86,35,100,100,77,96,23,100,100,117,91,86,35,100,100,78,96,22,100,100,109,91,86,35,100,100,78,96,22,100,100,112,91,86,35,100,100,78,96,22,100,100,118,91,86,35,100,100,78,96,22,100,100,118,91,86,35,100,100,78,96,22,100,100,114,91,86,35,100,100,78,96,22,100,100,115,91,86,35,100,100,78,96,22,100,100,117,91,86,35,100,100,78,96,22,100,100,120,91,86,35,100,100,78,96,22,100,100,119,91,86,35,100,100,78,96,22,100,100,108,91,86,35,100,100,78,96,22,100,100,116,91,86,35,100,100,79,96,21,100,100,117,91,86,36,100,100,78,96,22,100,100
Z305GXB8,0,119,94,89,37,100,100,73,98,27,100,100,119,94,89,37,100,100,73,98,27,100,100,117,94,89,37,100,100,73,98,27,100,100,120,94,89,37,100,100,74,98,26,100,100,117,94,89,37,100,100,73,98,27,100,100,117,94,89,37,100,100,73,98,27,100,100,112,94,89,37,100,100,74,98,26,100,100,115,94,89,37,100,100,73,98,27,100,100,116,94,89,37,100,100,74,98,26,100,100,115,94,89,37,100,100,73,98,27,100,100,117,94,89,37,100,100,73,98,27,100,100,107,94,89,37,100,100,73,98,27,100,100,116,94,89,37,100,100,73,98,27,100,100,116,94,89,37,100,100,74,98,26,100,100,116,94,89,37,100,100,74,98,26,100,100,114,94,89,37,100,100,74,98,26,100,100,114,94,89,37,100,100,74,98,26,100,100,119,94,89,37,100,100,74,98,26,100,100,117,94,89,37,100,100,74,98,26,100,100,114,94,89,37,100,100,73,98,27,100,100
S300WDRF,0,120,92,87,29,100,100,68,78,32,100,100,117,92,87,29,100,100,68,78,32,100,100,118,92,87,29,100,100,68,78,32,100,100,114,92,87,29,100,100,68,78,32,100,100,120,92,87,29,100,100,68,78,32,100,100,118,92,87,30,100,100,68,78,32,100,100,117,92,87,30,100,100,68,78,32,100,100,115,92,87,30,100,100,68,78,32,100,100,117,92,87,30,100,100,68,78,32,100,100,120,92,87,30,100,100,68,78,32,100,100,115,92,87,30,100,100,68,78,32,100,100,117,92,87,30,100,100,68,78,32,100,100,115,92,87,30,100,100,68,78,32,100,100,118,92,87,30,100,100,68,78,32,100,100,111,92,87,30,100,100,69,78,31,100,100,117,92,87,30,100,100,69,78,31,100,100,116,92,87,30,100,100,68,78,32,100,100,117,92,87,30,100,100,68,78,32,100,100,119,92,87,30,100,100,68,78,32,100,100,112,92,87,30,100,100,68,78,32,100,100
S301GP81,0,119,92,88,32,100,100,70,95,30,100,100,118,92,88,32,100,100,71,95,29,100,100,120,92,88,32,100,100,70,95,30,100,100,114,92,88,32,100,100,71,95,29,100,100,115,92,88,32,100,100,71,95,29,100,100,113,92,88,32,100,100,71,95,29,100,100,118,92,88,32,100,100,71,95,29,100,100,118,92,88,32,100,100,71,95,29,100,100,115,92,88,32,100,100,71,95,29,100,100,117,92,88,32,100,100,71,95,29,100,100,119,92,88,32,100,100,71,95,29,100,100,120,92,88,32,100,100,71,95,29,100,100,119,92,88,32,100,100,71,95,29,100,100,117,92,88,32,100,100,70,95,30,100,100,118,92,88,32,100,100,71,95,29,100,100,116,92,88,32,100,100,71,95,29,100,100,114,92,88,32,100,100,71,95,29,100,100,112,92,88,32,100,100,71,95,29,100,100,108,92,88,32,100,100,71,95,29,100,100,117,92,88,32,100,100,71,95,29,100,100
Z305ADLG,0,119,93,87,34,100,100,77,96,23,100,100,117,93,87,34,100,100,77,96,23,100,100,116,93,87,34,100,100,77,96,23,100,100,108,93,87,34,100,100,77,96,23,100,100,119,93,87,34,100,100,77,96,23,100,100,117,93,87,34,100,100,77,96,23,100,100,114,93,87,34,100,100,77,96,23,100,100,113,93,87,34,100,100,77,96,23,100,100,117,93,87,34,100,100,77,96,23,100,100,118,93,87,34,100,100,77,96,23,100,100,114,93,87,34,100,100,77,96,23,100,100,117,93,87,34,100,100,77,96,23,100,100,101,93,87,34,100,100,77,96,23,100,100,117,93,87,34,100,100,77,96,23,100,100,115,93,87,34,100,100,77,96,23,100,100,110,93,87,35,100,100,77,96,23,100,100,114,93,87,35,100,100,77,96,23,100,100,119,93,87,35,100,100,77,96,23,100,100,117,93,87,35,100,100,77,96,23,100,100,117,93,87,35,100,100,77,96,23,100,100
Z305FTEW,0,110,92,79,36,100,100,80,98,20,100,100,119,92,79,36,100,100,80,98,20,100,100,111,92,78,36,100,100,80,98,20,100,100,116,92,78,36,100,100,80,98,20,100,100,114,92,78,36,100,100,80,98,20,100,100,117,92,78,36,100,100,80,98,20,100,100,114,92,78,36,100,100,80,98,20,100,100,119,92,78,36,100,100,80,98,20,100,100,116,92,78,36,100,100,80,98,20,100,100,116,92,78,36,100,100,80,98,20,100,100,119,92,78,36,100,100,80,98,20,100,100,118,92,78,36,100,100,80,98,20,100,100,111,92,78,36,100,100,80,98,20,100,100,113,92,78,36,100,100,80,98,20,100,100,118,92,78,36,100,100,80,98,20,100,100,114,92,78,36,100,100,80,98,20,100,100,114,92,78,36,100,100,80,98,20,100,100,119,92,78,36,100,100,80,98,20,100,100,119,92,77,36,100,100,80,98,20,100,100,117,92,77,36,100,100,80,98,20,100,100
Z302SZC0,0,119,92,80,34,100,100,74,90,26,100,100,119,92,80,35,100,100,74,90,26,100,100,119,92,80,35,100,100,75,90,25,100,100,111,92,80,35,100,100,75,90,25,100,100,119,92,80,35,100,100,76,90,24,100,100,119,92,80,35,100,100,75,90,25,100,100,114,92,80,35,100,100,76,90,24,100,100,108,92,80,35,100,100,76,90,24,100,100,118,92,79,35,100,100,76,90,24,100,100,118,92,79,35,100,100,76,90,24,100,100,116,92,79,35,100,100,77,90,23,100,100,119,92,79,35,100,100,75,90,25,100,100,117,92,79,35,100,100,75,90,25,100,100,118,92,79,35,100,100,75,90,25,100,100,117,92,79,35,100,100,75,90,25,100,100,114,92,79,35,100,100,76,90,24,100,100,105,92,79,35,100,100,76,90,24,100,100,117,92,79,35,100,100,76,90,24,100,100,117,92,79,35,100,100,76,90,24,100,100,114,92,79,35,100,100,76,90,24,100,100
Z302T74M,0,120,91,90,28,98,100,71,89,29,100,100,119,91,90,28,98,100,71,89,29,100,100,118,91,90,28,98,100,71,89,29,100,100,114,91,90,28,98,100,71,89,29,100,100,115,91,90,28,98,100,71,89,29,100,100,119,91,90,28,98,100,71,89,29,100,100,120,91,90,28,98,100,71,89,29,100,100,115,91,90,29,98,100,71,89,29,100,100,114,91,90,29,98,100,71,89,29,100,100,115,91,90,29,98,100,71,89,29,100,100,117,91,90,29,98,100,70,89,30,100,100,119,91,90,29,98,100,70,89,30,100,100,117,91,90,29,98,100,71,89,29,100,100,117,91,90,29,98,100,71,89,29,100,100,117,91,90,29,98,100,70,89,30,100,100,117,91,90,29,98,100,71,89,29,100,100,119,91,90,29,98,100,71,89,29,100,100,117,91,90,29,98,100,71,89,29,100,100,119,91,90,29,98,100,71,89,29,100,100,118,91,90,29,98,100,71,89,29,100,100
S300VLJ8,0,116,92,85,30,97,100,70,76,30,100,100,114,92,85,30,97,100,70,76,30,100,100,114,92,85,30,97,100,70,76,30,100,100,107,92,85,30,97,100,70,76,30,100,100,118,92,85,30,97,100,70,76,30,100,100,117,92,85,30,97,100,70,76,30,100,100,111,92,85,30,97,100,70,76,30,100,100,119,92,85,30,97,100,70,76,30,100,100,116,92,85,31,97,100,70,76,30,100,100,115,92,85,31,97,100,70,76,30,100,100,108,92,85,31,97,100,70,76,30,100,100,114,92,85,31,97,100,70,76,30,100,100,117,92,85,31,97,100,70,76,30,100,100,118,92,85,31,97,100,70,76,30,100,100,116,92,85,31,97,100,70,76,30,100,100,115,92,85,31,97,100,70,76,30,100,100,116,92,85,31,97,100,70,76,30,100,100,114,92,85,31,97,100,70,76,30,100,100,117,92,85,31,97,100,70,76,30,100,100,116,92,85,31,97,100,70,76,30,100,100
S300YT9F,0,112,92,88,29,100,100,83,80,17,100,100,118,92,88,29,100,100,83,80,17,100,100,111,92,88,29,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,109,92,88,30,100,100,83,80,17,100,100,117,92,88,30,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,117,92,88,30,100,100,83,80,17,100,100,114,92,88,30,100,100,83,80,17,100,100,117,92,88,30,100,100,83,80,17,100,100,119,92,88,30,100,100,83,80,17,100,100,114,92,88,30,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,110,92,88,30,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,119,92,88,30,100,100,83,80,17,100,100,119,92,88,30,100,100,83,80,17,100,100,118,92,88,30,100,100,83,80,17,100,100,113,92,87,30,100,100,83,80,17,100,100
Z304JWN5,0,114,92,90,30,44,100,78,97,22,100,100,118,92,90,30,44,100,78,97,22,100,100,105,92,90,30,44,100,78,97,22,100,100,119,92,90,30,44,100,77,97,23,100,100,117,92,90,30,44,100,78,97,22,100,100,118,92,90,30,44,100,78,97,22,100,100,115,92,90,30,44,100,78,97,22,100,100,115,92,90,30,44,100,78,97,22,100,100,114,92,90,30,44,100,78,97,22,100,100,118,92,90,30,44,100,78,97,22,100,100,104,92,90,30,44,100,78,97,22,100,100,115,92,90,30,44,100,78,97,22,100,100,119,92,90,30,44,100,78,97,22,100,100,111,92,90,30,44,100,78,97,22,100,100,118,92,90,30,44,100,78,97,22,100,100,115,92,90,30,44,100,78,97,22,100,100,116,92,90,30,44,100,78,97,22,100,100,117,92,90,30,44,100,78,97,22,100,100,115,92,90,30,44,100,77,97,23,100,100,117,92,90,30,44,100,78,97,22,100,100
Z3058MFZ,0,117,91,87,32,99,100,79,96,21,100,100,115,91,87,33,99,100,79,96,21,100,100,115,91,87,33,99,100,79,96,21,100,100,119,91,86,33,99,100,79,96,21,100,100,119,91,86,33,99,100,79,96,21,100,100,117,91,86,33,99,100,79,96,21,100,100,119,91,86,33,99,100,79,96,21,100,100,114,91,86,33,99,100,79,96,21,100,100,117,91,86,33,99,100,79,96,21,100,100,110,91,86,33,99,100,79,96,21,100,100,114,91,86,33,99,100,79,96,21,100,100,118,91,86,33,99,100,79,96,21,100,100,117,91,86,33,99,100,79,96,21,100,100,117,91,86,33,99,100,79,96,21,100,100,114,91,86,33,99,100,79,96,21,100,100,118,91,86,33,99,100,79,96,21,100,100,120,91,86,33,99,100,79,96,21,100,100,118,91,86,33,99,100,79,96,21,100,100,114,91,86,33,99,100,79,96,21,100,100,109,91,86,33,99,100,79,96,21,100,100
S300Z4LY,0,120,92,89,32,98,100,80,81,20,100,100,117,92,89,32,98,100,80,81,20,100,100,117,92,89,32,98,100,81,81,19,100,100,115,92,89,32,98,100,80,81,20,100,100,117,92,88,32,98,100,80,81,20,100,100,117,92,88,32,98,100,80,81,20,100,100,115,92,88,32,98,100,80,81,20,100,100,115,92,88,32,98,100,80,81,20,100,100,118,92,88,32,98,100,80,81,20,100,100,108,92,88,32,98,100,80,81,20,100,100,114,92,88,32,98,100,80,81,20,100,100,118,92,88,32,98,100,80,81,20,100,100,117,92,88,32,98,100,80,81,20,100,100,119,92,88,32,98,100,80,81,20,100,100,117,92,88,32,98,100,80,81,20,100,100,106,92,88,32,98,100,80,81,20,100,100,117,92,88,32,98,100,80,81,20,100,100,114,92,88,32,98,100,80,81,20,100,100,117,92,88,32,98,100,79,81,21,100,100,117,92,88,32,98,100,80,81,20,100,100
W300R8H4,0,119,96,89,26,100,100,80,95,20,100,100,120,96,89,26,100,100,81,95,19,100,100,119,96,89,26,100,100,81,95,19,100,100,117,96,89,26,100,100,80,95,20,100,100,119,96,89,26,100,100,81,95,19,100,100,118,96,89,26,100,100,80,95,20,100,100,119,96,89,26,100,100,81,95,19,100,100,115,96,88,27,100,100,81,95,19,100,100,116,96,88,27,100,100,81,95,19,100,100,119,96,88,27,100,100,81,95,19,100,100,112,96,88,27,100,100,81,95,19,100,100,119,96,88,27,100,100,81,95,19,100,100,120,96,88,27,100,100,81,95,19,100,100,118,96,88,27,100,100,81,95,19,100,100,114,96,88,27,100,100,81,95,19,100,100,118,96,88,27,100,100,81,95,19,100,100,114,96,88,27,100,100,81,95,19,100,100,101,96,88,27,100,100,81,95,19,100,100,117,96,88,27,100,100,80,95,20,100,100,114,96,88,27,100,100,81,95,19,100,100
Z3014A7V,0,103,92,78,49,98,100,71,83,29,100,100,118,92,78,49,98,100,71,83,29,100,100,118,92,78,49,98,100,71,83,29,100,100,108,92,78,49,98,100,71,83,29,100,100,117,92,78,50,98,100,71,83,29,100,100,118,92,78,50,98,100,72,83,28,100,100,120,92,78,50,98,100,70,83,30,100,100,119,92,78,50,98,100,73,83,27,100,100,119,92,78,50,98,100,73,83,27,100,100,115,92,78,50,98,100,73,83,27,100,100,118,92,78,50,98,100,73,83,27,100,100,117,92,78,50,98,100,72,83,28,100,100,120,92,78,50,98,100,71,83,29,100,100,119,92,78,50,98,100,70,83,30,100,100,119,92,78,50,98,100,71,83,29,100,100,118,92,78,50,98,100,72,83,28,100,100,118,92,78,50,98,100,72,83,28,100,100,118,92,78,50,98,100,73,83,27,100,100,120,92,78,50,98,100,71,83,29,100,100,120,92,78,50,98,100,72,83,28,100,100
